	ID	SeqID	Batch	Country	Biological_status	Agrobotanical_type	PlantHeight_y2019	TechnicalLenght_y2019	InflorescenceLenght_y2019	TechnicalPartWeight_y2019	BoxesNumber_y2019	SeedNumber_y2019	AverageDiameter_y2019	NumberOfInternodes_y2019	DistanceBetweenInternodes_y2019	ElementalFiberAvLenght_y2019	Taperingness_y2019	Slenderness_y2019	FiberWeight_y2019	FiberContent_y2019	WeightOf1000Seeds_y2019	OilContent_y2019	FusoriumPerc_y2019	PlantHeight_y2020_1	TechnicalLenght_y2020_1	InflorescenceLenght_y2020_1	TechnicalPartWeight_y2020_1	BoxesNumber_y2020_1	SeedNumber_y2020_1	AverageDiameter_y2020_1	NumberOfInternodes_y2020_1	DistanceBetweenInternodes_y2020_1	ElementalFiberAvLenght_y2020_1	Taperingness_y2020_1	Slenderness_y2020_1	FiberWeight_y2020_1	FiberContent_y2020_1	WeightOf1000Seeds_y2020_1	OilContent_y2020_1	FusoriumPerc_y2020_1	PlantHeight_y2020_2	TechnicalLenght_y2020_2	InflorescenceLenght_y2020_2	TechnicalPartWeight_y2020_2	BoxesNumber_y2020_2	SeedNumber_y2020_2	AverageDiameter_y2020_2	NumberOfInternodes_y2020_2	DistanceBetweenInternodes_y2020_2	ElementalFiberAvLenght_y2020_2	Taperingness_y2020_2	Slenderness_y2020_2	FiberWeight_y2020_2	FiberContent_y2020_2
L278	CnSel7148	L278	Big	China	breeding_line	intermediate_flax	66	35.5	34	837	18	51	2.4	29	12.2	14	148.4	0.4	126.5	15.1	4.94	42.7	0	59.5	45.17	14.33	286.17	5.67	51	1.26	43.17	10.47	12.53	369.38	0.66	64.67	23.15	4.4	36.8	0	55.6	41.2	14.4	289.8	5.8	46	1.34	45.2	9.12	11.3	310.36	0.47	64	22.1
L279	FrEol7034	L279	Big	France	elite_cultivar	intermediate_flax	74	41	33	904	37	150	2.3	38	10.8	13.4	182.2	0.6	137	15.2	6.85	39.8	0	47.5	30.75	16.75	194	6	9.5	1.31	31	9.94	10.84	231.08	0.46	43.5	22.37	6.5	36.1	8.3	43.75	31.75	12	205.75	4	11.75	1.25	36	8.8	10.08	245.03	0.42	44.5	21.56
L280	RuCia5189	L280	Big	Russia	elite_cultivar	intermediate_flax	50	21	29	432	13	15	2.2	20	10.5	11.2	95.5	0.3	50	11.6	7.21	44.5	50	56.5	37.17	19.33	317.5	8.83	34.25	1.5	37.33	9.99	11.69	243.55	0.62	70.33	22.33	7.6	43.4	55.6	51	34.67	16.33	229.5	5.83	25	1.26	38.5	9.01	10.51	275.24	0.42	47.67	20.97
L281	Ru5591	L281	Big	Russia	breeding_line	intermediate_flax	56.7	31.8	24.8	398	8.5	57.2	1.7	28.5	11.2	12.2	223.4	0.5	64.59	16.23	4.82	40.56	20	58	43	15	305.17	6.67	48.5	1.38	41.5	10.38	12.38	310.78	0.59	66.33	21.97	5	37.25	0	59	45.5	13.5	314.83	7	55.25	1.35	50	9.1	11.71	332.16	0.54	70.33	22.36
L282	Ru5600	L282	Big	Russia	breeding_line	intermediate_flax	62.3	26	36.3	561	16	57.8	2.4	21.3	12.4	13.2	114.9	0.7	74.89	13.35	5.63	44.5	0	53.67	38.5	15.17	270.5	5.67	33.25	1.34	36.33	10.72	12.14	288.54	0.58	63.33	24.7	6.4	42.6	8.3	53.67	36.17	17.5	259.33	7.33	34	1.3	40.5	8.95	10.65	262.1	0.44	43.67	16.94
L283	Ru5628	L283	Big	Russia	breeding_line	intermediate_flax	65	29.5	35.5	496	31.5	142.5	1.6	29	10.1	11.1	183.7	0.2	79.5	16	5.24	42.56	37.5	61.33	41.17	20.17	324.83	8.83	70	1.43	42.17	9.77	11.84	291.12	0.43	70.67	21.94	5.6	41.7	8.3	57.4	38.8	18.6	341.4	9.4	47.25	1.51	43	9.02	11.18	252.7	0.49	75.6	22.19
L284	Ru5608	L284	Big	Russia	breeding_line	intermediate_flax	76	42	34	651	23.5	82	2	36.5	11.5	13.7	212.3	0.8	117	18.2	4.5	41.19	16.7	60.33	46.67	13.67	253.67	4.83	43.5	1.19	46.67	10	12.28	378.65	0.63	74.67	29.86	5	41.5	0	60.6	43	17.6	285.4	7.8	59	1.3	47.6	9.03	11.38	337	0.53	73.6	25.84
L285	Ru6672	L285	Big	Russia	breeding_line	intermediate_flax	65.8	42	23.8	457	10.8	50	1.6	36.8	11.5	13.3	254.4	0.6	88	18.8	4.18	44.12	28.6	64.5	47.33	17.17	363.5	8.5	72.75	1.37	52.17	9.05	11.88	331.5	0.51	81.33	22.62	5.6	43.8	8.3	62	44.83	17.17	327.17	7	57.5	1.39	49.17	9.11	11.7	319.61	0.46	81.67	24.82
L286	Ru6173	L286	Big	Russia	elite_cultivar	intermediate_flax	57	33.5	23.5	340	9.8	41.8	1.5	30	11.2	12.2	227	0.5	73	22.2	6.13	43.29	25	54.17	38.83	15.33	294.67	4.83	30.75	1.31	38.33	10.21	11.79	283.63	0.59	65	22.24	7.2	41	33.3	52.17	32.83	19.33	282.67	6.67	25	1.4	36.67	8.96	10.45	224.68	0.46	60.67	21.47
L287	UsRed1709	L287	Big	USA	breeding_line	intermediate_flax	56.8	34.2	22.6	311	9.4	48.2	1.5	29.2	11.8	12.6	231	0.5	61.2	20	4.12	38.85	0	66.5	47.67	18.83	357.83	8.17	81.5	1.38	48.5	9.85	12.47	339.75	0.54	83.67	23.79	5.2	36.85	0	62.17	42.17	20	344.67	8.17	59.5	1.44	46.33	9.1	11.48	294.35	0.53	85	24.68
L288	GbAma5576	L288	Big	Great_Britain	elite_cultivar	intermediate_flax	71.6	47.2	24.4	604	14	64	1.8	42.6	11.1	13.7	261.1	0.6	110	18.3	5.3	40.23	25	81.33	66.67	14.67	563.17	8.83	80.25	1.54	70.67	9.47	14.2	426.09	0.67	NA	25.54	4.6	38.05	87.5	69.25	53.75	15.5	382.5	7	38.5	1.39	57.75	9.32	12.7	382.49	0.47	96.5	25.26
L289	CaLin5649	L289	Big	Canada	elite_cultivar	intermediate_flax	63.3	38.2	25.2	439	13.2	53.2	1.7	34.5	11.1	12.7	234.7	0.4	73.5	16.8	6.36	38.95	0	71	51.6	19.4	423.6	11.4	71.5	1.39	59.8	8.63	12.02	365.78	0.52	102.4	24.32	5.8	40.6	16.7	49	32.83	16.17	241	5.33	19	1.32	36.83	8.88	10.31	242.62	0.34	56	23.13
L290	FrMic5656	L290	Big	France	elite_cultivar	intermediate_flax	60	31	29	370	19	60.5	1.7	29	10.7	11.7	181.9	0.4	62.5	17	6.3	38.05	33.3	42.67	27.5	15.17	194.33	5.67	16.5	1.26	28.17	9.79	10.36	212.06	0.57	45	23.28	6.5	36.3	0	42.5	25.5	17	177	4.75	12.75	1.26	30.5	8.37	9.19	194.84	0.44	44	24.83
L291	UsCul4695	L291	Big	USA	elite_cultivar	intermediate_flax	55.4	34.4	21	272	7	29.6	1.4	27.8	12.6	13.1	229	0.4	38	14	4.76	41.2	66.7	67.17	49.83	17.33	407.17	11.33	96.25	1.46	51.67	9.72	12.66	329.25	0.68	73	17.76	5.6	38.3	0	58	39.17	18.83	283	6.67	54.75	1.3	42.5	9.22	11.14	298.59	0.59	54.67	19.8
L292	RuIst7032	L292	Big	Russia	elite_cultivar	intermediate_flax	70.8	53.8	17	534	7.8	15.3	1.6	45.7	11.8	14.6	336.7	0.6	74.3	13.8	3.38	43.1	25.1	64	54	10	301.33	5	33.67	1.24	53.67	10.09	13.09	405.34	0.65	76.67	25.5	5	39.3	66.8	66.17	53	13.17	318.33	6.17	41	1.24	55.83	9.5	12.59	407.4	0.42	73	22.93
L293	Ca6339	L293	Big	Canada	breeding_line	intermediate_flax	71.6	58.4	13.2	520	7.2	10.6	1.6	52.2	11.2	14.6	348.2	0.4	73.8	14.3	4.18	36.5	0	71.5	57.5	14	409.5	8.83	74.25	1.43	63	9.13	12.97	402.26	0.62	97	23.87	6	36.8	0	66.17	52.67	13.5	341.33	7.17	46.33	1.26	65.17	8.18	11.67	404.09	0.51	78.33	23.34
L294	CaNor4153	L294	Big	Canada	elite_cultivar	intermediate_flax	58.2	32.8	25.3	402	17.3	74.2	1.7	27.5	12	12.9	186.3	0.5	45.8	11.9	4.56	39.1	66.7	62.67	43.17	19.5	340.83	8.17	79.5	1.43	42.33	10.24	12.36	290.38	0.48	71.33	20.91	5.2	36.5	30.5	56.33	34.83	21.5	277	7.83	69.5	1.4	40	8.72	10.48	240.17	0.41	58	20.53
L295	CaDuf4822	L295	Big	Canada	elite_cultivar	intermediate_flax	78.6	54.7	25.3	868	19.1	50.6	1.9	47.6	11.5	14.9	292.9	0.5	128.9	16.3	5.17	41.56	0	73.17	56.67	16.5	448	8.33	68.25	1.35	61	9.3	12.93	409.8	0.65	101.33	22.61	6.4	38.95	0	75.83	58.83	17	530.5	10	96.5	1.52	62	9.48	13.43	369.52	0.44	125.33	23.68
L296	CaNor5553	L296	Big	Canada	elite_cultivar	intermediate_flax	69.1	39.6	29.5	597	19.5	84.5	2	35.6	11.1	13.2	204.7	0.6	86.1	14.4	4.24	41.25	14.3	62.83	48	14.83	292.5	6.5	57	1.21	48.83	9.85	12.32	396.72	0.59	70.67	23.6	5.8	40.3	0	73.33	52.67	20.67	448.67	11	66.67	1.49	57.33	9.18	12.61	349.38	0.53	117.33	26.26
L297	CaPra7210	L297	Big	Canada	elite_cultivar	intermediate_flax	77.3	57.3	20	818	15.2	42.2	2	58	10.3	14.3	298.1	0.6	133.7	16.3	4.12	42.9	0	64.75	52.75	12	362.5	6	37.25	1.32	57.75	9.14	12.4	401.38	0.6	75.5	21.44	5.2	39.7	0	64.75	49.75	15	393.75	7.25	32.25	1.35	54.75	9.09	12.11	345.37	0.31	86	21.99
L298	Ca7211	L298	Big	Canada	elite_cultivar	intermediate_flax	72.1	43.5	28.6	676	20.8	80.9	2	51.6	8.4	11.8	223.5	0.5	99.8	14.8	4.68	41.7	14.3	69.5	54.67	14.83	466.5	8.83	81.25	1.48	59.33	9.26	12.83	365.87	0.66	100	22.22	6	41.2	0	65.83	49.83	16	377.17	8.17	60.5	1.4	53.33	9.34	12.35	355.23	0.46	86.67	22.93
L299	CaDuf7212	L299	Big	Canada	elite_cultivar	intermediate_flax	69.7	46.3	21.7	561	12.7	32.3	1.8	43.2	10.7	13.3	295.8	0.4	73.2	13.2	5.54	43.3	0	66.5	51.67	14.83	433.83	9.17	83.25	1.44	57	9.09	12.39	354.03	0.69	74.67	17.46	5.6	40	0	69.17	50.17	19	486	10.67	73.25	1.56	54.67	9.17	12.42	319.99	0.45	96	19.49
L300	CaOme7207	L300	Big	Canada	elite_cultivar	intermediate_flax	72.3	54.7	17.7	604	12.7	33.7	1.7	47.3	11.5	14.7	329.6	0.5	106	17.1	4.11	41.4	50	64.17	53	11.17	336.17	7	65.25	1.26	57.83	9.17	12.39	396.75	0.57	83	24.68	5.2	39.1	100	61.4	47	14.4	316.4	6.8	47.5	1.28	51.8	9.06	11.75	349.38	0.42	78	24.98
L301	CaBet7258	L301	Big	Canada	elite_cultivar	intermediate_flax	72.4	50.6	21.9	740	17.3	57.9	1.9	44.4	11.4	14.4	288.1	0.5	115.7	15.6	4.64	41.02	57.1	64.5	53.25	11.25	364.75	6.25	42.5	1.36	59.5	8.97	12.37	403.55	0.71	68	18.77	5.2	40.3	100	63.2	48.4	14.8	419.6	7	63	1.39	53.8	9	11.96	339.92	0.57	73.2	17.53
L302	Ca6335	L302	Big	Canada	breeding_line	intermediate_flax	72.4	44.2	28.2	763	21.6	73.8	2	41	10.7	13.4	227.5	0.4	102.8	14	4.64	41.1	0	72.5	58.17	14.33	432.5	9	90.25	1.42	62.33	9.38	13.2	402.1	0.61	92.33	21.39	5.6	38.4	11.1	68.25	48.25	20	458.5	11.25	77.5	1.6	51.5	9.37	12.42	294.42	0.54	84.5	18.61
L303	Ca6345	L303	Big	Canada	breeding_line	intermediate_flax	71	44.2	26.8	630	15.8	74	1.8	44.5	9.9	12.6	248.9	0.6	92	14.6	5.68	41.8	0	71	50	21	458.83	8.67	101	1.52	54	9.32	12.47	334.88	0.55	91.67	20.25	5.2	39.6	8.3	64.2	44.4	19.8	366.8	9.4	75.25	1.44	47.8	9.29	11.83	308.75	0.44	76.8	21.29
L304	Ca6338	L304	Big	Canada	breeding_line	intermediate_flax	67	41.7	25.3	488	13.9	57.6	1.6	36.3	11.5	13.3	260.6	0.5	77	16.5	4.16	36.05	14.3	70	53.33	16.67	438.33	9	90	1.4	58.5	9.14	12.55	370.44	0.59	101.67	23.74	5	37.5	8.3	63.8	47.4	16.4	361.6	6.6	57.75	1.4	51.2	9.24	12.04	331.41	0.61	84.4	23.65
L305	UsNor4403	L305	Big	USA	elite_cultivar	intermediate_flax	70.3	45.7	23	539	12.3	59.2	1.6	43	10.8	13.2	270.9	0.4	89.3	16.7	5.3	38.6	80	70.8	53.8	17	518.8	9.4	71.5	1.67	58.4	9.21	12.92	351.96	NA	120	22.14	4.8	34.4	77.8	68.5	49	19.5	472.75	10.5	63	1.58	59.5	8.25	11.7	304.53	0.76	98	20.84
L306	CzAGT7231	L306	Big	USA	elite_cultivar	intermediate_flax	80.8	52.4	28.4	631	9.6	66	1.8	45.6	11.5	14.5	289.9	0.6	101.8	16.2	4.75	41.2	NA	64.83	51.33	13.5	430.83	6.5	50.25	1.46	55.17	9.46	12.64	341.62	0.64	104.67	24.03	5	38.5	NA	64.17	37	NA	377.33	10	53.5	1.47	51.67	NA	9.71	255.48	0.63	82.33	22.27
L307	Us5657	L307	Big	USA	breeding_line	intermediate_flax	59.3	30.1	29.1	319	12.6	77.3	1.6	26.4	11.5	12.2	184	0.3	47.4	14.9	3.86	38.19	0	60.17	42.5	17.67	306.5	9.17	86.75	1.35	44.83	9.49	11.69	314.84	0.43	68.33	22.54	4.4	36.45	16.7	56.6	37.2	19.4	238	6.6	63.25	1.22	41.4	8.99	10.7	298.46	0.53	51.2	21.5
L308	UsNor3511	L308	Big	USA	elite_cultivar	intermediate_flax	64.8	38.7	24.5	386	11.5	39.2	1.6	33	11.8	13.2	239.5	0.4	76.7	20.1	6.38	40.7	0	64.67	44.33	20.33	370	8.5	56	1.46	47.83	9.28	11.84	304.52	0.55	95.33	25.93	5.6	39.5	33.3	72.67	51.83	20.83	501	10.17	90.75	1.58	55.67	9.31	12.7	320.74	0.46	120	24.23
L309	ArBen7253	L309	Big	Argentina	elite_cultivar	intermediate_flax	67.6	39	28.6	415	11.6	25	1.6	31.8	12.2	13.5	236	0.3	62.8	14.8	6.62	38.4	0	44.5	31.17	13.33	165.67	4.17	17.75	1.07	37.33	8.35	9.52	286.49	0.5	36.67	22.37	6	37	33.3	83.5	53.5	NA	NA	NA	49.5	NA	59.5	9.01	12.95	293.27	0.47	105	14.77
L310	ArEnt7254	L310	Big	Argentina	elite_cultivar	intermediate_flax	67.8	45	22.8	499	10.7	37.7	1.7	38.5	11.6	13.8	260.5	0.6	63.3	12.8	4.42	39.91	0	61.33	47.33	14	330.33	6.5	45	1.33	54.33	8.73	11.62	352.82	0.76	61.67	18.74	6	38.8	0	49.2	32.2	17	216.8	5.2	35.75	1.28	37.6	8.55	9.99	265.25	0.61	40.8	18.86
L311	ArTMP6905	L311	Big	Argentina	landrace	intermediate_flax	66.6	38.5	29.4	418	11.3	60.8	1.6	33.5	11.5	13	244.6	0.4	71.5	17.2	3.76	36.5	62.5	62.33	45	17.33	322.17	10.17	82.5	1.29	45.83	9.82	12.1	340.96	0.59	77.67	24.43	4.8	38.4	66.7	60	39.5	20.5	330.5	8.5	52.25	1.38	46	8.59	10.81	278.94	0.5	69.5	21.06
L312	CnSac7080	L312	Big	China	elite_cultivar	intermediate_flax	71.3	50.5	20.8	641	10	36.8	2.7	45	11.2	15.1	224.1	0.5	103.5	16.2	5.16	40.9	25	69.67	55.5	14.17	466	8.33	68.75	1.43	63.17	8.83	12.57	378.89	0.52	99	21.18	6.4	39.5	33.3	73.17	55.83	17.33	476.67	6.5	70.5	1.44	58.5	9.63	13.16	372.42	0.51	103.67	21.53
L313	Cn7057	L313	Big	China	elite_cultivar	intermediate_flax	68.4	43	27.4	528	10	43.8	1.7	38.4	11.2	13.3	238.3	0.3	88.4	16.6	5.69	40.9	0	65.4	50.8	14.6	409	8	47.25	1.44	55	9.27	12.43	369.62	0.52	95.2	23.85	6	37.3	27.8	68.5	47	21.5	480.5	8.75	64.75	1.52	50.75	9.27	12.16	301.4	0.58	106	21.69
L314	Cn7054	L314	Big	China	breeding_line	intermediate_flax	72.8	45	27.5	752	12.8	37.2	2.1	40.7	11	13.8	211.4	0.5	129.3	17	6.62	42.4	0	66.83	52.17	14.67	410	7	57.75	1.39	59.67	8.83	12.21	368.18	0.56	85.67	21.08	7.5	38.8	19.4	58.83	38.33	20.5	366.67	7.5	56	1.5	42.33	9	11.11	246.22	0.61	71.33	19.58
L315	CnV297053	L315	Big	China	breeding_line	intermediate_flax	63	43.7	19.3	516	6.3	22	1.6	35.7	12.2	14	265	0.7	88.3	16.8	6.16	41.6	0	75.33	56	19.33	540	12.5	87.5	1.55	62.33	9.05	12.9	342.25	0.67	123	22.88	6.25	36.9	8.3	51.5	33.5	18	276	8	12	1.38	36.5	9.18	10.65	254.6	0.4	58	21.43
L316	FrAla7203	L316	Big	France	elite_cultivar	intermediate_flax	71.8	51.2	20.7	697	13	32.2	1.9	46	11.1	14.2	283.5	0.5	110.8	16	6	41.6	57.1	56.8	44.8	12	254.8	4	29	1.16	43.2	10.39	12.34	375.82	0.58	63.6	24.81	5.2	39.4	38.9	64	49	15	416.25	6.75	43.5	1.52	52.25	9.38	12.41	322.21	0.38	92.5	22.09
L317	FrKao7204	L317	Big	France	elite_cultivar	intermediate_flax	74.4	51.4	23	459	5.6	6	1.6	43	12	14.5	354.6	0.4	66	14.3	5	42.05	37.5	63.5	47.33	16.17	327.83	6	49.75	1.39	51.33	9.28	12.05	338.82	0.52	77	23.22	7.5	39.2	55.5	65.8	48.6	17.2	397.8	6.6	56.25	1.52	52.8	9.2	12.26	319.3	0.31	90.8	23
L318	FrBal7205	L318	Big	France	elite_cultivar	intermediate_flax	66.8	48.5	18.3	518	7.8	35.5	1.6	39.3	12.4	14.6	274.2	0.4	85.5	16.4	5.5	42.3	87.5	68.83	54.33	14.5	437.33	6.5	49.75	1.38	56.33	9.67	12.98	375.23	0.66	93.67	21.94	6	39	100	61.5	44.83	16.67	375.67	7.67	49.25	1.47	48.67	9.2	11.84	304.22	0.52	81	21.54
L319	FrLFL37	L319	Big	France	breeding_line	intermediate_flax	73	48	25	694	12	35	2	50	9.6	13	240	0.6	139	20	5.05	42.7	50	63.67	46.83	16.83	300.83	6.5	48.75	1.35	51.17	9.17	11.89	342.78	0.55	72	24.21	6.5	39.4	100	65	45.75	19.25	380.5	7.75	48	1.47	49.75	9.19	11.92	298.35	0.39	96	24.92
L320	FrLSL68	L320	Big	France	breeding_line	intermediate_flax	56.6	33.9	22.7	310	9.6	30.7	1.6	31.3	10.9	12	214.7	0.4	54.4	17.8	5.81	40.1	37.5	56.8	38.6	18.2	283.6	7.6	33.25	1.36	43.8	8.85	10.88	280.94	0.36	63.6	22.36	6.5	38.4	36.1	59	39.75	19.25	337.5	8.75	34.25	1.46	44	9.03	11.22	267.1	0.49	69	20.43
L321	FrJae7215	L321	Big	France	elite_cultivar	intermediate_flax	63.2	39.5	23.7	416	10.3	22.5	1.7	34.8	11.4	13.1	232.7	0.4	61	14.8	6.52	40.2	85.7	54.67	39.5	15.17	300.17	5.67	23.5	1.36	48.67	8.13	10.47	281.6	0.62	69.33	23.41	7	37.8	100	57.2	39	18.2	288.6	5	12.5	1.32	43.4	8.99	10.97	288.93	0.33	55.2	19.12
L322	FrOur7261	L322	Big	France	elite_cultivar	intermediate_flax	67	48.3	18.8	483	7.8	17	1.5	39	12.4	14.4	350.5	0.5	172.5	34.4	4.63	38.9	85.7	67.33	52	15.33	436.67	6.67	40	1.5	54.67	9.52	12.78	349.2	0.52	100.67	23.18	6.5	37.9	77.8	55	40.5	14.5	240.33	5.83	40	1.29	45.17	8.96	11.08	311.97	0.34	44.33	18.92
L323	CzRec7262	L323	Big	Czech	elite_cultivar	intermediate_flax	68.8	51.3	17.5	598	10.8	32.5	1.6	53.8	9.6	12.9	298.1	0.5	93.8	15.7	6.94	41.1	25	73.5	50.83	22.67	641.33	NA	125.75	1.71	52.17	9.95	13.18	318.6	0.69	109.33	17.88	7.2	41.8	33.3	67.2	49.2	18	485.8	8.8	42.25	1.53	52.2	9.43	12.48	313.07	0.55	97.6	20.13
L324	FrBai7260	L324	Big	France	elite_cultivar	intermediate_flax	90.3	66.3	24	915	19.3	39.3	1.9	64	10.4	15.1	351.3	0.5	151	16.3	4.39	40.9	0	73	57.67	15.33	464.33	7	48.25	1.44	57.33	10.11	13.66	402.21	0.62	94.67	20.63	6	40.2	11.1	64.5	53.83	10.67	319.17	8.83	67.75	1.32	54.17	9.94	13.07	400.33	0.31	75.67	23.86
L325	FrLea7213	L325	Big	France	elite_cultivar	intermediate_flax	68.3	47.7	20.7	579	10	43	1.8	44.7	10.6	13.4	279.3	0.6	95.7	16.1	5.12	40.6	50	52	36.75	15.25	195.25	5.5	30.25	1.14	43.5	8.48	10.22	315.28	0.59	46.5	23.65	6	38	72.2	49.25	32.75	16.5	191.25	4.5	20.5	1.17	36.5	8.97	10.2	278.96	0.43	45.5	24.07
L326	FrEur7040	L326	Big	France	elite_cultivar	intermediate_flax	62.7	33.7	29	397	10.3	21.3	1.6	34	9.9	11.4	209.7	0.4	54	13.7	5.78	39.4	57.1	54.5	32.67	21.83	274.83	7.83	31.75	1.42	35	9.36	10.73	232.97	0.4	54.33	19.87	5	38.8	0	53.6	31	22.6	253.2	6	24.5	1.38	34.6	8.96	10.25	223.72	0.28	48	19.17
L327	Fr1836	L327	Big	France	breeding_line	intermediate_flax	79.2	50	29.2	678	13.6	86.4	1.8	47	10.6	13.7	266.6	0.6	140.8	20.1	3.4	38.25	62.5	69	47.2	21.8	387.4	7.4	67.75	1.41	51.2	9.22	12.02	342.2	0.45	74.8	19.7	4.8	36	25	73.17	51.67	21.5	396.67	6	55.25	1.36	55.67	9.28	12.44	371.71	0.47	87	21.93
L328	CaFla6222	L328	Big	Canada	elite_cultivar	intermediate_flax	77.3	58.7	18.6	773	14.7	56.4	1.8	51.1	11.5	15.2	313.8	0.6	134.3	17.3	4.14	40.1	50	59.75	53.75	NA	420	7.5	41.25	1.39	58.75	9.15	12.58	372.43	0.58	92	21.96	5.4	40.9	55.6	63	49.17	13.83	337	7.33	51.5	1.3	52.33	9.41	12.22	367.25	0.37	80.33	23.82
L329	FrOle6896	L329	Big	France	elite_cultivar	intermediate_flax	71.7	44.3	27.3	714	19.7	54	2	42.3	10.4	13.2	216.1	0.5	93.7	13	4.96	42.1	25	64.8	48.8	16	374.4	8.4	69	1.37	51.2	9.53	12.34	356.45	0.67	78.4	21.6	5.6	40.2	0	68.5	53.5	15	449.67	8.83	74	1.42	56.33	9.5	12.83	368.66	0.58	92.67	20.58
L330	FrSym6654	L330	Big	France	elite_cultivar	intermediate_flax	69.3	49.5	19.8	519	10.3	52.2	1.6	47.5	10.4	13.3	301.3	0.5	93.7	17.9	4.4	41.1	12.5	49.83	36.83	13	186.5	4.33	29	1.16	38.33	9.63	11.04	333.15	0.5	40.33	21.54	6	36.4	0	51.8	38.4	13.4	238.8	5.2	24.75	1.23	42	9.16	10.95	305.9	0.57	48	20.16
L331	FrNat7214	L331	Big	France	elite_cultivar	intermediate_flax	73.8	54.4	19.4	625	9	41.2	1.9	51.2	10.6	14.2	271.4	0.5	112.2	17.9	4.74	42.4	42.7	69.17	51	18.17	509.17	7.17	62.5	1.67	58.17	8.78	12.35	306.76	0.74	107.33	21.1	6.8	39	47.2	63	48.75	14.25	431.5	5.75	39.75	1.55	52	9.38	12.43	306.77	0.7	101.5	23.44
L332	CzVer4813	L332	Big	Czech	elite_cultivar	intermediate_flax	65.5	36.5	29	525	14.3	46.2	2	32	11.4	13.1	203.4	0.5	89.3	17.2	4.16	38.65	85.7	82.5	58.5	24	546.67	7.67	76.25	1.51	59.83	9.81	13.61	382.24	0.61	122.33	22.29	5.2	36.1	100	87.67	71	16.67	620.67	5.33	40.67	1.51	71.67	9.91	14.89	458.1	0.72	NA	24.34
L333	CzJan7259	L333	Big	Czech	elite_cultivar	intermediate_flax	81.2	55.5	25.7	633	8.3	66.3	1.7	49.2	11.3	14.6	309.5	0.4	119.3	18.9	4.4	40.7	16.7	72	57.25	14.75	418.5	8.25	29.75	1.41	62.75	9.16	12.94	394.44	0.53	95.5	22.02	6	39.5	50	71	57.25	13.75	436.75	8	49.25	1.41	57.5	9.96	13.49	397.73	0.56	100.67	17.06
L334	CzAmo7206	L334	Big	Czech	elite_cultivar	intermediate_flax	72.3	55	17.3	665	8	10.3	1.6	46.7	11.9	14.9	307.6	0.5	99.7	14.5	5.08	40.2	66.7	51.67	46	NA	268.5	5.33	50	1.24	48.33	9.61	11.99	370.4	0.54	62	23.17	5.6	41.4	55.6	61.67	46.67	15	346.67	5.67	39.33	1.35	49.33	9.45	12.06	344.59	0.48	76	21.92
L335	CzKra4887	L335	Big	Czech	kryazh	intermediate_flax	63.3	41.2	21.3	388	9.2	51	1.3	40.2	10.4	22.5	232	0.4	63.5	16.5	5.6	39.8	37.5	57.67	36.67	21	186.83	5.17	37.75	1.08	43	8.53	10.18	340.45	0.35	45.67	24.86	6.5	38.7	61.1	58.67	37.67	21	297.33	4.67	22	1.34	40	9.29	11.08	274.6	0.44	58	19.42
L337	NlLol7263	L337	Big	Netherlands	elite_cultivar	intermediate_flax	78.8	61.2	17.7	756	12.5	45.8	1.8	54.7	11.2	15.1	335.2	0.7	125.2	16.3	5.1	40.1	42.9	74.33	60.67	13.67	434.67	7.67	33	1.42	65	9.41	13.45	403.1	0.47	91.33	21.16	5.2	39.4	58.3	71	52.8	18.2	526.8	9.8	96	1.55	57.2	9.27	12.74	348.39	0.56	107.6	21.32
L340	De3123	L340	Big	Germany	landrace	intermediate_flax	58.3	36.2	22.2	379	10.5	57	1.6	33.8	10.7	12.2	229.8	0.5	60	16	4.26	36.25	0	64.33	47.33	17	327.33	8.33	62	1.38	48.83	9.7	12.34	349.49	0.56	68.67	21.33	5.2	37.6	25	62.4	44.8	17.6	337.6	8.6	71	1.31	47	9.54	11.9	343.6	0.54	70.4	21.05
L341	RuKin7445	L341	Big	Russia	elite_cultivar	intermediate_flax	72.5	53.3	19.3	614	10.3	18.5	1.6	48.3	11.1	14.1	340.1	0.4	100.3	16.6	5	40.4	33.3	69	52.67	16.33	376	7.5	55.75	1.39	53	9.95	13.03	371.44	0.56	90	24.54	5.6	40.5	0	69	55	14	392.33	6.17	54.5	1.37	57.83	9.51	12.93	404.42	0.56	87.33	22.35
L342	UzBah3447	L342	Big	Uzbekistan	elite_cultivar	crown_flax	65	32.8	32.2	551	22.2	80	2	33.4	9.8	11.7	168.8	0.5	74	13.7	4.9	39.42	53.3	59.5	37.25	22.25	322.5	10.75	53.75	1.47	39.25	9.54	11.34	263.83	0.63	72.5	22.81	5.6	40.95	75	57.4	40.6	16.8	318	7.4	57	1.32	46	8.79	10.99	306.35	0.48	74	23.34
L344	Ru6674	L344	Big	Russia	breeding_line	intermediate_flax	63.6	44.2	19.4	354	7.4	56.4	1.5	37.2	11.9	13.7	295.8	0.4	63	18.3	4.26	40.2	25	67.5	44.83	22.67	398.67	11	98	1.59	46.17	9.76	12.35	282.39	0.59	88.67	22.31	5	39.3	33.3	62.75	45.5	17.25	392.5	7.25	40	1.44	49	9.31	11.94	313.96	0.67	83	21.46
